Text,Language
ma aveva il cuore spezzato per tutto quello che c'era immangiabile ha iniziato presto a piangere non lo voglio ma il cibo è davvero buono.,Italian
qui provate delle patate dorate sono davvero buone e dopo che vi siete sposati con me.,Italian
dovrai mangiare tutto questo pensavo ti piacessero le cose fantasiose no non voglio sposarti voglio tornare a casa.,Italian
a mia madre fammi andare a casa melissa e terrence si guardarono bene e gli fecero l'occhiolino.,Italian
"se è davvero quello che vuoi, ti porterò a casa.",Italian
Terrence ha preso il pianto e infelice.,Italian
narcis a casa in carrozza iniziò a riflettere profondamente sulle scelte che aveva fatto quando arrivò a casa.,Italian
corse ad abbracciare sua madre che era seduta in casa triste né sorella o mia dolce figlia pensavo di non rivederti mai più.,Italian
oh mamma ti amo così tanto e avevi ragione l'aspetto e le ricchezze non sono tutto il pane d'oro era inutile perché non potevo mangiarlo e l'uomo anche se.,Italian
era bello non gli importava affatto di me ma mia cara ti rendi conto che è esattamente il modo in cui trattavi gli altri so che mi dispiace così tanto per il modo in cui mi sono comportato mamma oh no va bene da quando hai visto.,Italian
"qual è stato il tuo errore, ti diamo da mangiare qualcosa di carino da quel giorno in poi.",Italian
narcisa ha cambiato i suoi modi in un primo momento ha lottato ma lentamente e pazientemente ha iniziato a diventare molto più gentile un giorno mellie e terry vennero a incontrare di nuovo marian oh ciao voi due quindi diteci marian.,Italian
Come' Il narcisismo di adesso Marian ha detto a entrambi tutto quello che era successo e lei è cambiata così tanto da quel momento.,Italian
immagino che non vorrebbe più pane d'oro adesso eh lo sai.,Italian
Terry in realtà assomigli un po 'a quell'angelo anche se cosa sto vedendo come potresti essere lui voi due siete così gentili,Italian
"Nature é uma revista científica interdisciplinar britânica, publicada pela primeira vez em 4 de novembro de 1869.",Portugeese
"[2] Foi classificada como a revista científica mais citada do mundo pela edição de 2010 do Journal Citation Reports, sendo amplamente considerada como uma das poucas revistas acadêmicas remanescentes que publica pesquisas originais em uma ampla gama de campos científicos.",Portugeese
[3] A Nature tem um público on-line de cerca de 3 milhões de leitores únicos por mês.,Portugeese
"[4] A revista tem uma circulação semanal de cerca de 53 mil exemplares, mas estudos concluíram que, em média, uma única cópia é compartilhada por até oito pessoas.",Portugeese
"[5] Os cientistas da pesquisa são o público principal da revista, mas resumos e artigos de acompanhamento destinam-se a fazer muitos dos estudos importantes mais compreensíveis para cientistas de outras áreas e para o público educado.",Portugeese
"Em cada edição há editoriais, notícias e artigos sobre questões de interesse geral para cientistas, incluindo assuntos atuais, o financiamento da ciência, negócios, ética científica e descobertas de pesquisa.",Portugeese
"Há muitas áreas de investigação em que novos e importantes avanços e pesquisas originais são publicados, tanto como artigos quanto como cartas.",Portugeese
Os trabalhos que foram publicados nesta revista são internacionalmente aclamados pela manutenção de altos padrões de pesquisa.,Portugeese
"Em 2007, a Nature (em conjunto com a Science) recebeu o Prêmio Princesa das Astúrias de Comunicação e Humanidade.",Portugeese
"[6][7] No dia 14 de dezembro de 2005, a revista Nature publicou um artigo sobre a Wikipédia a respeito de uma pesquisa feita comparando alguns de seus artigos com os da enciclopédia Britânica em áreas científicas quanto à quantidade de erros encontrados.",Portugeese
"[8] A Wikipédia é um projeto de enciclopédia multilíngue de licença livre,[5][6] baseado na web e escrito de maneira colaborativa.",Portugeese
"[6] O projeto encontra-se sob administração da Fundação Wikimedia,[7] uma organização sem fins lucrativos cuja missão é ""empoderar e engajar pessoas pelo mundo para coletar e desenvolver conteúdo educacional sob uma licença livre ou no domínio público, e para disseminá-lo efetivamente e globalmente"".",Portugeese
"[8] Integrando um dos vários projetos[5] mantidos pela Wikimedia, os mais de 51 milhões de artigos (1 054 034 em português, até 29 de janeiro de 2021) hoje encontrados na Wikipédia foram escritos de forma conjunta por diversos voluntários ao redor do mundo.",Portugeese
Quase todos os verbetes presentes no sítio eletrônico podem igualmente ser editados por qualquer pessoa com acesso à internet e ao endereço eletrônico.,Portugeese
"[nota 2] Em janeiro de 2020, havia edições ativas da Wikipédia em 299 idiomas.",Portugeese
"A Wikipédia foi lançada em 15 de janeiro de 2001 por Jimmy Wales e Larry Sanger[9] e tornou-se a maior e mais popular obra de referência geral na internet,[1][10][11][12] sendo classificada em novembro de 2018, na quinta posição entre todos os websites do Alexa.",Portugeese
"[10] Em 2010, tinha cerca de 365 milhões de leitores.",Portugeese
"[13] A Wikipédia é uma ferramenta de pesquisa amplamente utilizada por estudantes e tem influenciado o trabalho de publicitários, pedagogos, sociólogos e jornalistas, que usam seu material, mesmo que nem sempre citem suas fontes.",Portugeese
"[14] O nome Wikipedia foi criado por Larry Sanger[15] e é uma combinação de wiki (uma tecnologia para criar sites colaborativos, a partir da palavra havaiana wiki, que significa ""rápido"") e enciclopédia.",Portugeese
"A palavra ""Wikipédia"" é uma adequação lusófona da forma original anglófona sobre a fusão dos dois nomes que formam o termo.",Portugeese
"Em português, o prefixo ""Wiki"" é somado ao sufixo de ""enciclopédia"", ganhando acento diacrítico agudo no e, para atender à gramática lusófona.",Portugeese
"A Wikipédia afasta-se do estilo tradicional de construção de uma enciclopédia, possuindo uma grande presença de conteúdo não acadêmico.",Portugeese
"Quando a revista Time reconheceu ""Você"" como a Pessoa do Ano de 2006, devido ao sucesso acelerado da colaboração online e da interação de milhões de usuários ao redor do mundo, citou a Wikipédia como um dos vários exemplos de serviços da Web 2.0, juntamente com YouTube, MySpace e Facebook.",Portugeese
"[16] A importância da Wikipédia tem sido notada não apenas como uma referência enciclopédica, mas também como um recurso de notícias atualizado com frequência, por conta da rapidez com que artigos sobre acontecimentos recentes aparecem.",Portugeese
[17][18] Estudantes têm sido orientados a escrever artigos para a Wikipédia como um exercício de explicar de forma clara e sucinta conceitos difíceis para um público não iniciado.,Portugeese
"[19] Embora as políticas da Wikipédia defendam fortemente a verificabilidade e um ponto de vista neutro, seus críticos acusam-na de viés sistêmico e inconsistências (incluindo o peso excessivo dado à cultura de massa)[20] e alegam que ela favorece o consenso sobre credenciais em seus processos editoriais.",Portugeese
[21] Sua confiabilidade e precisão também são alvo de críticas.,Portugeese
[22] Outras críticas apontam a sua suscetibilidade ao vandalismo e à adição de informações falsas ou não verificadas.,Portugeese
"[23] No entanto, trabalhos acadêmicos sugerem que os vandalismos são geralmente de curta duração.",Portugeese
"[24][25] Uma pesquisa de 2005 na revista Nature mostrou que os artigos científicos que eles compararam chegavam perto do nível de precisão da Encyclopædia Britannica e tinham uma taxa semelhante de ""erros graves"".",Portugeese
"[26] Outra pesquisa de 2011 realizada pelo ForeSee Results e divulgada pela CNET mostrou que, em uma escala de satisfação de 0 a 100, os internautas atribuíram 78 pontos à Wikipédia, um resultado maior que o de outros sites consagrados, como YouTube e Facebook.",Portugeese
"[27] A Wikipédia começou como um projeto complementar para a Nupedia, um projeto de enciclopédia online gratuita de língua inglesa, cujos artigos eram escritos por especialistas e revistos em um processo formal.",Portugeese
"[28] A Nupedia foi fundada em 9 de março de 2000, sob a posse da Bomis, uma empresa de portal web.",Portugeese
"Suas principais figuras eram Jimmy Wales, CEO da Bomis, e Larry Sanger, editor-chefe da Nupedia e posteriormente da Wikipédia.",Portugeese
"A Nupedia foi licenciada inicialmente sob sua própria licença de conteúdo aberto, a mudança para a GNU Free Documentation License aconteceu antes da fundação da Wikipédia, a pedido de Richard Stallman.",Portugeese
[29] Larry Sanger e Jimmy Wales fundaram a Wikipédia.,Portugeese
"[30][31] Embora Wales seja creditado por definir o objetivo de fazer uma enciclopédia editável publicamente,[32][33] Sanger é geralmente creditado pela estratégia de usar um wiki para alcançar esse objetivo.",Portugeese
"[34] Em 10 de janeiro de 2001, Larry Sanger propôs na lista de discussão da Nupedia a criação de um wiki como um projeto ""alimentador"" para a Nupedia.",Portugeese
"[35] A Wikipédia foi formalmente lançada em 15 de janeiro de 2001, como uma única edição em inglês em www.wikipedia.com[36] e anunciada por Sanger na lista de discussão da Nupedia.",Portugeese
"[32] A política do ""ponto de vista neutro"" da Wikipédia""[nota 3] foi codificada em seus meses iniciais e era semelhante à política anterior da Nupedia de ""não-parcialidade"".",Portugeese
"Por outro lado, inicialmente havia relativamente poucas regras e a Wikipédia operava independentemente da Nupedia.",Portugeese
"[32] A Wikipédia ganhou os primeiros colaboradores da Nupedia, de postagens no Slashdot e indexação do motor de busca na web.",Portugeese
"Até o final de 2001, o site já havia crescido para cerca de 20 000 artigos em 18 idiomas.",Portugeese
"No final de 2002, tinha alcançado 26 edições em idiomas diferentes, 46 até o final de 2003 e 161 nos últimos dias de 2004.",Portugeese
A Nupedia e a Wikipédia coexistiram até os servidores da primeira serem retirados de forma permanente em 2003 e seu texto incorporado na Wikipédia.,Portugeese
"A Wikipédia em inglês passou a marca dos dois milhões de artigos em 9 de setembro de 2007, tornando-a a maior enciclopédia já construída, superando até mesmo a Enciclopédia Yung-lo Ta-tien (1407), que detinha esse recorde desde há exatamente 600 anos.",Portugeese
"[37] Citando temores de publicidade comercial ser inserida no site e a falta de controle numa Wikipédia que viam como sendo anglo-cêntrica, usuários da Wikipédia em espanhol criaram uma versão independente da Wikipédia em fevereiro de 2002, a Enciclopedia Libre.",Portugeese
"[38] Mais tarde naquele ano, Wales anunciou que a Wikipédia não iria exibir anúncios publicitários e seu site foi movido para wikipedia.org.",Portugeese
"[39] Vários outros projetos de wiki-enciclopédias foram iniciados, em grande parte sob uma filosofia diferente do modelo editorial aberto e baseado no chamado ""princípio da imparcialidade"" da Wikipédia.",Portugeese
"O Wikinfo, por exemplo, não requer um ponto de vista neutro e permite pesquisas originais.",Portugeese
"Novos projetos inspirados na Wikipédia — como o Citizendium, Scholarpedia, Conservapedia e o Knol, da Google, onde os artigos são um pouco mais ensaísticos[40] — foram iniciados para tratar de limitações de percepção da Wikipédia, como suas políticas sobre revisão por pares, pesquisa original e publicidade comercial.",Portugeese
"Embora a Wikipédia em inglês tenha chegado aos três milhões de artigos em agosto de 2009, o crescimento de edições, em termos de números de artigos e de colaboradores, parece ter estabilizado em torno do início de 2007.",Portugeese
"[41] Em 2006, cerca de 1 800 artigos foram adicionados diariamente à enciclopédia; até 2010 essa média era de cerca de 1 000.",Portugeese
[42] A equipe do Palo Alto Research Center especulou que isso se deve ao aumento da exclusividade do projeto.,Portugeese
"[43] Editores novos ou ocasionais têm taxas significativamente mais altas de suas edições revertidas (removidas) do que um grupo de elite de editores regulares, coloquialmente conhecido como a ""panela"".",Portugeese
